time_seconds,/Tag Providers/AD/default/UR/Joint_0_Temp,/Tag Providers/AD/default/UR/Joint_0_Velocity
1739604226,42.0625,0.910809523
1739607826,41.0625,0.930800523
1739611426,40.0625,0.940802523
1739615026,44.0625,0.950803523
1739618626,43.0625,0.890809523
1739622226,45.0625,0.870808523
1739625826,42.0625,0.910809523
1739629426,40.0625,0.990804523
1739633026,44.0625,0.890809523
1739636626,43.0625,0.870808523
1739640226,45.0625,0.890809523
1739643826,42.0625,0.870808523
1739647426,41.0625,0.004996938
1739651026,40.0625,0.004996938
1739654626,44.0625,-0.066181891
1739658226,43.0625,-0.066181891
1739661826,45.0625,-0.066181891
1739665426,42.0625,0.001941492
1739669026,43.0625,0.001941492
1739672626,45.0625,0.001941492
1739676226,42.0625,0.039433114
1739679826,44.0625,0.890809523
1739683426,40.0625,0.870808523
1739687026,44.0625,0.910809523
1739690626,43.0625,0.930800523
1739694226,45.0625,0.940802523
1739697826,42.0625,0.950803523
1739701426,41.0625,0.890809523
1739705026,40.0625,0.870808523
1739708626,44.0625,0.910809523
1739712226,43.0625,0.990804523
1739715826,45.0625,-0.004956732
1739719426,42.0625,-0.254957944
1739723026,40.0625,-0.254957944
1739726626,44.0625,-0.254957944
1739730226,43.0625,0.01864497
1739733826,45.0625,0.01864497
1739737426,42.0625,0.01864497
1739741026,41.0625,0.001020136
1739744626,40.0625,0.001020136
1739748226,44.0625,0.001020136
1739751826,43.0625,0.490804523
1739755426,45.0625,0.490804523
1739759026,42.0625,0.490804523
1739762626,43.0625,0.890809523
1739766226,45.0625,0.870808523
1739769826,42.0625,0.910809523
1739773426,44.0625,0.930800523
1739777026,40.0625,0.940802523
1739780626,44.0625,0.950803523
1739784226,43.0625,0.890809523
1739787826,45.0625,0.870808523
1739791426,42.0625,0.910809523
1739795026,41.0625,0.990804523
1739798626,40.0625,0.890809523
1739802226,44.0625,0.870808523
1739805826,43.0625,0.004996938
1739809426,45.0625,0.004996938
1739813026,42.0625,-0.066181891
1739816626,40.0625,-0.066181891
1739820226,44.0625,-0.066181891
1739823826,43.0625,0.001941492
1739827426,45.0625,0.001941492
1739831026,42.0625,0.001941492
1739834626,41.0625,0.039433114
1739838226,40.0625,0.890809523
1739841826,44.0625,0.870808523
1739845426,43.0625,0.910809523
1739849026,45.0625,0.930800523
1739852626,42.0625,0.940802523
1739856226,43.0625,0.950803523
1739859826,45.0625,0.890809523
1739863426,42.0625,0.870808523
1739867026,44.0625,0.910809523
1739870626,40.0625,0.990804523
1739874226,44.0625,0.890809523
1739877826,43.0625,0.870808523
1739881426,45.0625,0.890809523
1739885026,42.0625,0.870808523
1739888626,41.0625,0.004996938
1739892226,40.0625,0.004996938
1739895826,44.0625,-0.066181891
1739899426,43.0625,-0.066181891
1739903026,45.0625,-0.066181891
1739906626,42.0625,0.001941492
1739910226,40.0625,0.001941492
1739913826,44.0625,0.001941492
1739917426,43.0625,0.039433114
1739921026,45.0625,0.890809523
1739924626,42.0625,0.870808523
1739928226,41.0625,0.910809523
1739931826,40.0625,0.930800523
1739935426,44.0625,0.940802523
1739939026,43.0625,0.950803523
1739942626,45.0625,0.890809523
1739946226,42.0625,0.870808523
1739949826,43.0625,0.910809523
1739953426,45.0625,0.990804523
1739957026,42.0625,0.890809523
1739960626,44.0625,0.870808523
1739964226,40.0625,0.890809523
1739967826,44.0625,0.870808523
1739971426,43.0625,0.004996938
1739975026,45.0625,0.004996938
1739978626,42.0625,-0.066181891
1739982226,41.0625,-0.066181891
1739985826,40.0625,-0.066181891
1739989426,44.0625,0.001941492
1739993026,43.0625,0.001941492
1739996626,45.0625,0.001941492
1740000226,42.0625,0.039433114
1740003826,40.0625,0.890809523
1740007426,44.0625,0.870808523
1740011026,43.0625,0.910809523
1740014626,45.0625,0.930800523
1740018226,42.0625,0.940802523
1740021826,41.0625,0.950803523
1740025426,40.0625,0.890809523
1740029026,44.0625,0.870808523
1740032626,43.0625,0.910809523
1740036226,45.0625,0.990804523
1740039826,42.0625,-0.004956732
1740043426,43.0625,-0.254957944
1740047026,45.0625,-0.254957944
1740050626,42.0625,-0.254957944
1740054226,44.0625,0
1740057826,40.0625,0.890809523
1740061426,44.0625,0.870808523
1740065026,43.0625,0.910809523
1740068626,45.0625,0.930800523
1740072226,40.0625,0.940802523
1740075826,44.0625,0.950803523
1740079426,43.0625,0.890809523
1740083026,45.0625,0.870808523
1740086626,42.0625,0.910809523
1740090226,41.0625,0.990804523
1740093826,40.0625,0.890809523
1740097426,44.0625,0.870808523
1740101026,43.0625,0.004996938
1740104626,45.0625,0.004996938
1740108226,42.0625,-0.066181891
1740111826,43.0625,-0.066181891
1740115426,45.0625,-0.066181891
1740119026,42.0625,0.001941492
1740122626,44.0625,0.001941492
1740126226,40.0625,0.001941492
1740129826,44.0625,0.039433114
1740133426,43.0625,0.890809523
1740137026,45.0625,0.870808523
1740140626,42.0625,0.910809523
1740144226,41.0625,0.930800523
1740147826,40.0625,0.940802523
1740151426,44.0625,0.950803523
1740155026,43.0625,0.890809523
1740158626,45.0625,0.870808523
1740162226,42.0625,0.910809523
1740165826,40.0625,0.990804523
1740169426,44.0625,0.890809523
1740173026,43.0625,0.870808523
1740176626,45.0625,0.890809523
1740180226,42.0625,0.870808523
1740183826,41.0625,0.004996938
1740187426,40.0625,0.004996938
1740191026,44.0625,-0.066181891
1740194626,43.0625,-0.066181891
1740198226,45.0625,-0.066181891
1740201826,42.0625,0.001941492
1740205426,43.0625,0.001941492
1740209026,45.0625,0.001941492
1740212626,42.0625,0.039433114
1740216226,44.0625,0.890809523
1740219826,40.0625,0.870808523
1740223426,44.0625,0.910809523
1740227026,43.0625,0.930800523
1740230626,45.0625,0.940802523
1740234226,42.0625,0.950803523
1740237826,41.0625,0.890809523
1740241426,40.0625,0.870808523
1740245026,44.0625,0.910809523
1740248626,43.0625,0.990804523
1740252226,45.0625,0.890809523
1740255826,42.0625,0.870808523
1740259426,40.0625,0.890809523
1740263026,44.0625,0.870808523
1740266626,43.0625,0.004996938
1740270226,45.0625,0.004996938
1740273826,42.0625,-0.066181891
1740277426,41.0625,-0.066181891
1740281026,40.0625,-0.066181891
1740284626,44.0625,0.001941492
1740288226,43.0625,0.001941492
1740291826,45.0625,0.001941492
1740295426,42.0625,0.039433114
1740299026,43.0625,0.890809523
1740302626,45.0625,0.870808523
1740306226,42.0625,0.910809523
1740309826,44.0625,0.930800523
1740313426,40.0625,0.940802523
1740317026,44.0625,0.950803523
1740320626,43.0625,0.890809523
1740324226,45.0625,0.870808523
1740327826,44.0625,0.910809523
1740331426,43.0625,0.990804523
1740335026,45.0625,-0.004956732
1740338626,42.0625,-0.254957944
1740342226,43.0625,-0.254957944
1740345826,45.0625,-0.254957944
1740349426,42.0625,-0.002511109
1740353026,44.0625,-0.002511109
1740356626,40.0625,-0.002511109
1740360226,44.0625,0.009531913
1740363826,43.0625,0.009531913
1740367426,45.0625,0.009531913
1740371026,42.0625,-0.002772101
1740374626,41.0625,-0.002772101
1740378226,40.0625,0.890809523
1740381826,44.0625,0.870808523
1740385426,43.0625,0.910809523
1740389026,45.0625,0.930800523
1740392626,42.0625,0.940802523
1740396226,40.0625,0.950803523
1740399826,44.0625,0.890809523
1740403426,43.0625,0.870808523
1740407026,45.0625,0.910809523
1740410626,42.0625,0.990804523
1740414226,41.0625,0.890809523
1740417826,40.0625,0.870808523
1740421426,44.0625,0.004996938
1740425026,43.0625,0.004996938
1740428626,45.0625,-0.066181891
1740432226,42.0625,-0.066181891
1740435826,43.0625,-0.066181891
1740439426,45.0625,0.001941492
1740443026,42.0625,0.001941492
1740446626,44.0625,0.001941492
1740450226,40.0625,0.039433114
1740453826,44.0625,0.890809523
1740457426,43.0625,0.870808523
1740461026,45.0625,0.910809523
1740464626,42.0625,0.930800523
1740468226,41.0625,0.940802523
1740471826,40.0625,0.950803523
1740475426,44.0625,0.890809523
1740479026,43.0625,0.870808523
1740482626,45.0625,0.910809523
1740486226,42.0625,0.990804523
1740489826,40.0625,0.890809523
1740493426,44.0625,0.870808523
1740497026,43.0625,0.890809523
1740500626,45.0625,0.870808523
1740504226,42.0625,0.004996938
1740507826,41.0625,0.004996938
1740511426,40.0625,-0.066181891
1740515026,44.0625,-0.066181891
1740518626,43.0625,-0.066181891
1740522226,45.0625,0.001941492
1740525826,42.0625,0.001941492
1740529426,43.0625,0.001941492
1740533026,45.0625,0.039433114
1740536626,42.0625,0.890809523
1740540226,44.0625,0.870808523
1740543826,40.0625,0.910809523
1740547426,44.0625,0.930800523
1740551026,43.0625,0.940802523
1740554626,45.0625,0.950803523
1740558226,42.0625,0.890809523
1740561826,41.0625,0.870808523
1740565426,40.0625,0.910809523
1740569026,44.0625,0.990804523
1740572626,43.0625,0.890809523
1740576226,45.0625,0.870808523
1740579826,42.0625,0.890809523
1740583426,40.0625,0.870808523
1740587026,44.0625,0.004996938
1740590626,43.0625,0.004996938
1740594226,45.0625,-0.066181891
1740597826,42.0625,-0.066181891
1740601426,41.0625,-0.066181891
1740605026,40.0625,0.001941492
1740608626,44.0625,0.001941492
1740612226,43.0625,0.001941492
1740615826,45.0625,0.039433114
1740619426,42.0625,0.890809523
1740623026,43.0625,0.870808523
1740626626,45.0625,0.910809523
1740630226,42.0625,0.930800523
1740633826,44.0625,0.940802523
1740637426,40.0625,0.950803523
1740641026,44.0625,0.890809523
1740644626,43.0625,0.870808523
1740648226,45.0625,0.910809523
1740651826,42.0625,0.990804523
1740655426,41.0625,-0.004956732
1740659026,40.0625,-0.254957944
1740662626,44.0625,-0.254957944
1740666226,43.0625,-0.254957944
1740669826,45.0625,4.55E-06
1740673426,42.0625,4.55E-06
1740677026,40.0625,4.55E-06
1740680626,44.0625,4.55E-06
1740684226,43.0625,4.55E-06
1740687826,45.0625,4.55E-06
1740691426,42.0625,4.55E-06
1740695026,41.0625,4.55E-06
1740698626,40.0625,4.55E-06
1740702226,44.0625,0.890809523
1740705826,43.0625,0.870808523
1740709426,45.0625,0.910809523
1740713026,42.0625,0.930800523
1740716626,43.0625,0.940802523
1740720226,45.0625,0.950803523
1740723826,42.0625,0.890809523
1740727426,44.0625,0.870808523
1740731026,40.0625,0.910809523
1740734626,44.0625,0.990804523
1740738226,43.0625,0.890809523
1740741826,45.0625,0.870808523
1740745426,42.0625,0.004996938
1740749026,41.0625,0.004996938
1740752626,40.0625,-0.066181891
1740756226,44.0625,-0.066181891
1740759826,43.0625,-0.066181891
1740763426,45.0625,0.001941492
1740767026,42.0625,0.001941492
1740770626,40.0625,0.001941492
1740774226,44.0625,0.039433114
1740777826,43.0625,0.890809523
1740781426,45.0625,0.870808523
1740785026,42.0625,0.910809523
1740788626,41.0625,0.930800523
1740792226,40.0625,0.940802523
1740795826,44.0625,0.950803523
1740799426,43.0625,0.890809523
1740803026,45.0625,0.870808523
1740806626,42.0625,0.910809523
1740810226,43.0625,0.990804523
1740813826,45.0625,0.890809523
1740817426,42.0625,0.870808523
1740821026,44.0625,0.890809523
1740824626,40.0625,0.870808523
1740828226,44.0625,0.004996938
1740831826,43.0625,0.004996938
1740835426,45.0625,-0.066181891
1740839026,42.0625,-0.066181891
1740842626,41.0625,-0.066181891
1740846226,40.0625,0.001941492
1740849826,44.0625,0.001941492
1740853426,43.0625,0.001941492
1740857026,45.0625,0.039433114
1740860626,42.0625,0.890809523
1740864226,40.0625,0.870808523
1740867826,44.0625,0.910809523
1740871426,43.0625,0.930800523
1740875026,45.0625,0.940802523
1740878626,42.0625,0.950803523
1740882226,41.0625,0.890809523
1740885826,40.0625,0.870808523
1740889426,44.0625,0.910809523
1740893026,43.0625,0.990804523
1740896626,45.0625,0.890809523
1740900226,42.0625,0.870808523
1740903826,43.0625,0.890809523
1740907426,45.0625,0.870808523
1740911026,42.0625,0.004996938
1740914626,44.0625,0.004996938
1740918226,40.0625,-0.066181891
1740921826,44.0625,-0.066181891
1740925426,43.0625,-0.066181891
1740929026,45.0625,0.001941492
1740932626,42.0625,0.001941492
1740936226,41.0625,0.001941492
1740939826,40.0625,0.039433114
1740943426,44.0625,0.890809523
1740947026,43.0625,0.870808523
1740950626,45.0625,0.910809523
1740954226,42.0625,0.930800523
1740957826,40.0625,0.940802523
1740961426,44.0625,0.950803523
1740965026,43.0625,0.890809523
1740968626,45.0625,0.870808523
1740972226,42.0625,0.910809523
1740975826,41.0625,0.990804523
1740979426,40.0625,-0.004956732
1740983026,44.0625,-0.254957944
1740986626,43.0625,-0.254957944
1740990226,45.0625,-0.254957944
1740993826,42.0625,0.892167355
1740997426,43.0625,0.907361022
1741001026,45.0625,0.917361022
1741004626,42.0625,0.927361022
1741008226,44.0625,0.908507982
1741011826,40.0625,0.998507982
1741015426,44.0625,0.988507982
1741019026,43.0625,0.809793142
1741022626,45.0625,0.890809523
1741026226,42.0625,0.870808523
1741029826,41.0625,0.910809523
1741033426,40.0625,0.930800523
1741037026,44.0625,0.940802523
1741040626,43.0625,0.950803523
1741044226,45.0625,0.890809523
1741047826,42.0625,0.870808523
1741051426,40.0625,0.910809523
1741055026,44.0625,0.990804523
1741058626,43.0625,0.890809523
1741062226,45.0625,0.870808523
1741065826,42.0625,0.004996938
1741069426,41.0625,0.004996938
1741073026,40.0625,-0.066181891
1741076626,44.0625,-0.066181891
1741080226,43.0625,-0.066181891
1741083826,45.0625,0.001941492
1741087426,42.0625,0.001941492
1741091026,43.0625,0.001941492
1741094626,45.0625,0.039433114
1741098226,42.0625,0.890809523
1741101826,44.0625,0.870808523
1741105426,40.0625,0.910809523
1741109026,44.0625,0.930800523
1741112626,43.0625,0.940802523
1741116226,45.0625,0.950803523
1741119826,42.0625,0.890809523
1741123426,41.0625,0.870808523
1741127026,40.0625,0.910809523
1741130626,44.0625,0.990804523
1741134226,43.0625,0.890809523
1741137826,45.0625,0.870808523
1741141426,42.0625,0.890809523
1741145026,40.0625,0.870808523
1741148626,44.0625,0.004996938
1741152226,43.0625,0.004996938
1741155826,45.0625,-0.066181891
1741159426,42.0625,-0.066181891
1741163026,41.0625,-0.066181891
1741166626,40.0625,0.001941492
1741170226,44.0625,0.001941492
1741173826,43.0625,0.001941492
1741177426,45.0625,0.039433114
1741181026,42.0625,0.890809523
1741184626,43.0625,0.870808523
1741188226,45.0625,0.910809523
1741191826,42.0625,0.930800523
1741195426,44.0625,0.940802523
1741199026,40.0625,0.950803523
1741202626,44.0625,0.890809523
1741206226,43.0625,0.870808523
1741209826,45.0625,0.910809523
1741213426,40.0625,0.990804523
1741217026,44.0625,0.890809523
1741220626,43.0625,0.870808523
1741224226,45.0625,0.890809523
1741227826,42.0625,0.870808523
1741231426,41.0625,0.004996938
1741235026,40.0625,0.004996938
1741238626,44.0625,-0.066181891
1741242226,43.0625,-0.066181891
1741245826,45.0625,-0.066181891
1741249426,42.0625,0.001941492
1741253026,43.0625,0.001941492
1741256626,45.0625,0.001941492
1741260226,42.0625,0.039433114
1741263826,44.0625,0.890809523
1741267426,40.0625,0.870808523
1741271026,44.0625,0.910809523
1741274626,43.0625,0.930800523
